wage, hours,IQ,KWW,educ,exper,tenure,age,married,black,south,urban,sibs,brthord,meduc,feduc
1442,40,112,42,12,19,15,36,1,0,0,1,3,2,10,8
489,55,104,47,13,20,4,38,1,0,1,1,2,2,-1,-1
1126,40,116,33,12,5,0,31,1,1,0,1,9,5,9,10
1000,40,70,18,12,12,5,32,0,1,0,1,6,-1,8,8
500,70,83,20,12,13,11,32,1,0,0,1,5,1,6,6
1200,50,84,13,12,13,9,32,1,0,0,1,5,2,6,6
565,45,82,30,10,15,3,33,1,0,0,0,4,4,-1,-1
1920,40,109,32,12,13,2,31,1,0,0,0,0,1,12,8
684,45,111,25,14,7,7,29,1,0,0,1,4,1,12,12
774,40,94,33,12,20,4,37,1,0,0,0,1,1,12,7
233,60,96,32,16,7,4,30,1,0,0,0,3,-1,12,8
975,40,101,33,13,12,10,30,1,0,0,0,3,3,12,13
1366,40,90,35,12,13,1,30,1,0,0,1,3,3,12,12
2137,40,120,48,16,16,3,37,1,0,1,1,3,3,12,12
700,40,120,38,16,10,1,29,1,0,1,1,1,1,12,12
1200,40,108,29,12,16,11,33,1,0,0,1,3,2,8,-1
1161,40,99,43,13,16,18,36,1,0,0,1,0,1,12,8
729,60,80,31,11,16,15,34,1,0,0,1,6,1,12,6
750,45,93,45,11,17,2,36,1,0,0,1,1,2,10,5
1026,45,85,46,12,4,16,38,1,0,0,1,1,2,-1,-1
1111,45,118,43,15,11,3,32,1,0,0,1,3,1,11,10
625,50,115,31,12,12,8,31,1,0,0,1,2,3,12,-1
1200,42,119,28,16,11,5,30,1,0,0,1,5,1,10,11
1541,40,94,39,12,8,1,32,1,0,0,1,8,3,12,11
1154,40,109,42,16,12,9,34,1,0,0,1,0,1,13,16
310,40,104,37,13,10,0,33,0,0,0,0,2,1,14,8
610,50,89,21,12,14,4,30,1,0,0,0,1,2,7,6
1749,43,101,28,12,16,17,36,1,0,0,0,2,2,12,8
1000,40,96,34,16,9,1,31,0,0,1,1,4,2,12,7
350,40,109,48,12,14,1,36,1,0,0,0,1,1,9,7
765,45,94,38,12,17,18,37,1,0,0,0,10,6,4,6
790,40,115,34,12,15,2,34,1,0,0,0,6,5,6,5
818,47,92,41,12,16,17,38,1,0,0,0,12,1,8,4
477,60,71,32,9,12,1,30,1,0,0,0,4,2,11,5
938,50,130,39,14,15,1,33,1,0,0,0,3,1,12,11
2099,55,119,38,16,10,4,32,1,0,0,1,0,1,12,12
350,40,74,24,12,14,3,32,1,0,0,1,4,2,10,13
940,48,104,25,12,13,0,32,1,1,0,1,7,2,12,8
1202,40,124,23,15,11,8,28,1,0,0,1,2,2,10,-1
450,40,94,29,15,9,4,31,1,0,0,0,1,1,12,-1
1058,40,120,44,16,16,13,37,1,0,0,0,5,4,12,4
1000,40,96,40,11,15,15,37,1,0,0,1,5,5,8,9
318,40,67,35,12,16,5,36,1,1,1,1,6,-1,7,5
556,40,69,26,11,13,9,34,0,1,0,1,3,-1,8,8
958,60,98,42,12,11,9,28,1,0,0,1,0,1,12,11
995,40,92,23,9,22,13,38,1,1,0,1,7,3,7,4
1600,50,109,44,14,16,5,33,1,0,0,0,2,-1,9,10
606,45,100,39,18,6,5,30,0,0,0,0,1,-1,12,12
511,45,101,25,12,13,1,30,1,0,0,1,4,2,11,12
1411,45,111,40,16,11,12,32,1,0,1,1,1,1,12,9
1346,40,106,38,16,15,11,37,1,0,0,1,1,1,8,14
1522,46,102,37,12,15,16,37,1,0,0,0,3,2,12,10
1075,40,115,28,14,9,10,30,1,0,0,0,2,1,12,10
1200,50,99,37,12,11,11,28,1,0,0,1,5,4,10,8
1377,37,118,48,16,15,1,36,1,0,0,1,2,2,11,10
874,55,132,37,13,8,2,33,1,0,0,0,2,1,13,16
625,40,108,26,13,11,9,30,1,0,0,1,3,-1,12,16
1250,32,98,40,12,17,2,33,1,0,0,1,0,1,14,10
1082,40,111,44,13,20,12,36,1,0,0,1,4,2,8,11
693,40,79,36,11,18,3,38,1,0,0,0,3,2,8,8
727,55,97,29,12,11,11,31,1,0,0,0,3,1,12,11
615,50,99,49,15,16,15,38,1,0,0,0,2,3,12,14
913,40,101,33,16,5,7,31,1,0,0,1,2,3,12,-1
884,46,120,45,17,4,10,36,1,0,0,0,2,1,12,18
698,43,97,33,12,10,4,29,1,0,0,1,2,3,8,8
800,55,106,34,12,17,18,36,1,0,0,0,3,3,8,12
812,40,131,44,16,9,3,30,0,0,0,0,1,1,12,12
1000,40,93,32,11,16,14,34,1,0,0,1,1,-1,12,8
549,49,79,23,12,11,3,32,0,0,0,0,4,2,8,8
1300,35,100,38,12,13,15,31,1,0,0,1,4,2,11,-1
923,50,107,30,16,9,8,33,1,0,0,1,6,4,9,8
1539,40,112,42,12,15,15,32,1,0,0,0,3,1,-1,10
721,40,105,22,12,11,9,30,1,0,0,0,3,2,12,10
815,40,114,25,12,15,14,31,1,0,0,0,2,1,12,10
600,80,116,36,12,20,2,38,1,0,0,0,10,10,8,-1
1100,40,104,41,12,18,7,37,1,0,0,1,2,3,11,13
1058,40,85,48,12,18,19,35,1,0,0,1,2,1,9,12
962,40,93,46,12,15,1,30,1,0,0,1,2,2,9,12
433,50,100,40,12,5,9,37,1,0,0,0,2,2,8,7
940,40,71,20,11,9,2,29,1,0,0,0,2,3,-1,-1
1417,38,88,36,16,9,10,32,0,0,0,1,2,1,12,12
1000,65,93,32,12,11,9,29,1,0,0,1,7,1,12,8
500,40,98,26,13,14,5,32,1,0,0,0,3,4,12,8
800,50,110,35,14,8,5,28,1,0,0,1,3,4,12,10
766,40,109,31,12,17,18,35,1,0,0,0,4,3,-1,6
750,43,94,38,14,12,10,33,1,0,0,0,1,1,11,12
550,40,77,36,12,15,2,37,1,0,0,0,6,3,8,8
795,52,89,35,11,16,4,34,1,0,0,1,6,1,-1,-1
723,40,102,44,12,12,10,30,1,0,0,1,10,6,12,6
1039,40,113,49,14,12,8,34,1,0,0,1,1,2,16,14
200,55,103,38,10,11,15,32,1,0,1,1,3,2,12,5
400,40,90,36,10,12,1,32,1,1,0,1,5,3,8,-1
575,40,96,31,11,17,1,35,1,0,1,1,2,1,12,7
850,40,97,35,11,16,5,37,1,0,1,1,1,1,12,6
508,50,87,35,12,16,1,32,1,1,1,1,2,1,10,-1
1162,45,89,39,12,11,4,37,1,0,1,1,3,3,15,-1
1199,43,70,28,13,13,5,30,1,1,1,1,3,1,8,-1
1270,40,104,34,16,8,4,31,1,0,1,1,3,4,16,17
350,45,116,36,16,5,3,33,1,0,1,1,2,2,11,12
963,40,85,32,14,9,9,28,1,1,1,1,5,1,7,-1
1463,45,104,47,15,14,11,37,1,0,1,1,3,4,12,12
802,40,99,26,12,13,12,29,1,1,1,1,8,6,9,12
642,45,93,18,12,12,7,30,1,1,1,1,1,2,6,6
751,40,114,37,13,9,2,28,1,0,1,1,2,2,12,10
488,40,103,40,17,5,3,31,1,0,1,1,1,-1,12,16
1400,40,92,34,12,15,5,36,1,0,1,1,2,1,6,2
940,45,98,41,18,10,7,31,1,0,1,1,2,2,8,12
866,40,114,48,13,15,16,37,1,0,1,1,3,1,12,-1
675,40,77,42,12,20,4,38,1,1,1,1,5,2,12,6
375,40,89,24,14,9,3,30,1,1,1,1,3,1,13,-1
325,40,93,44,14,10,1,33,1,1,1,1,1,-1,16,-1
346,40,110,37,12,16,17,38,1,0,1,1,2,-1,12,5
1442,40,132,39,17,8,1,33,1,0,1,1,3,1,8,12
560,49,112,37,16,13,2,32,1,0,1,0,3,1,8,2
550,56,99,42,12,17,11,36,1,0,1,1,1,2,12,12
950,44,96,26,16,8,10,32,1,1,1,1,1,2,10,-1
684,45,106,45,13,16,2,38,1,0,1,1,1,1,12,14
1322,40,128,43,16,7,1,33,1,0,1,1,0,1,18,-1
1634,40,95,48,12,18,3,38,1,0,1,1,3,3,-1,3
417,40,80,30,12,8,0,30,0,0,1,1,3,4,8,7
472,45,71,24,11,9,0,32,1,0,1,1,13,6,6,6
666,50,89,28,12,16,1,34,1,1,1,1,6,1,9,-1
1679,55,127,45,18,10,3,32,1,0,1,1,1,2,12,16
1039,40,114,43,16,1,9,31,0,0,1,1,6,5,8,8
1250,40,102,30,13,13,11,30,1,0,1,1,5,6,7,-1
760,40,88,34,12,12,15,31,1,0,1,1,2,1,12,7
1154,42,88,32,12,14,12,29,1,0,1,1,2,2,12,7
1602,60,110,45,15,14,1,37,1,0,0,1,5,1,14,12
1442,40,110,40,13,13,13,29,1,1,1,1,1,2,7,9
865,40,130,39,16,5,3,30,1,0,0,1,4,2,8,12
705,50,100,44,12,15,12,36,1,0,1,1,1,2,-1,-1
1000,40,101,36,12,16,1,35,1,0,1,1,1,1,12,-1
852,44,89,36,10,13,9,32,1,0,1,1,6,7,9,-1
770,40,80,25,12,16,14,35,1,0,0,1,1,2,12,12
1000,40,72,20,12,16,9,34,1,0,0,1,3,4,12,12
1329,55,115,56,18,10,5,36,1,0,0,1,1,1,12,12
1682,40,115,48,16,10,4,37,1,0,1,1,1,2,12,17
577,55,108,47,16,4,0,31,1,1,1,1,2,2,8,8
685,40,93,27,12,17,7,38,0,0,1,1,6,6,8,3
577,40,111,37,16,8,8,29,0,1,1,1,1,1,18,18
1040,40,101,38,12,19,9,38,1,1,1,1,6,1,11,12
1250,40,92,42,16,10,11,32,0,0,1,1,1,1,12,10
600,40,115,40,13,7,7,28,0,0,1,1,4,5,5,-1
480,40,76,29,12,17,3,35,0,1,1,1,8,5,11,10
1000,40,93,26,11,11,0,29,1,0,1,1,5,3,12,12
988,48,91,39,12,15,15,36,1,0,1,1,1,2,8,8
478,45,90,35,10,19,10,34,1,0,1,1,2,1,9,9
440,40,84,23,12,11,2,30,1,1,1,1,5,3,9,4
485,40,120,43,12,11,1,30,1,1,1,1,6,6,-1,-1
705,40,89,32,9,19,0,36,1,1,1,1,0,1,-1,-1
1550,40,104,47,12,16,1,34,1,0,1,0,8,4,9,10
960,40,107,23,12,11,9,29,1,1,1,1,11,2,6,9
1000,40,100,42,12,16,14,32,1,0,1,1,2,3,12,12
625,40,129,40,18,4,5,36,1,0,1,0,3,1,15,15
1346,40,112,39,16,14,14,35,1,0,0,1,0,1,12,16
961,40,76,17,12,13,13,31,0,1,0,1,13,5,-1,8
479,40,97,45,12,15,1,38,1,0,1,0,3,4,-1,-1
1201,50,98,38,11,17,16,36,1,0,1,0,4,5,11,2
1346,45,60,34,16,8,2,31,1,0,1,1,2,3,-1,-1
1122,35,132,45,18,13,8,32,1,0,1,1,2,3,12,7
543,45,90,31,14,5,7,38,1,1,1,1,1,2,6,-1
450,40,63,26,11,12,4,31,1,1,1,1,7,2,7,-1
507,55,110,36,14,10,4,32,1,0,1,1,2,2,13,16
547,60,88,38,11,17,5,34,1,0,1,1,4,5,-1,-1
586,56,98,41,11,18,16,35,1,0,1,1,2,2,-1,6
462,55,61,24,12,6,4,29,1,1,1,0,9,-1,8,3
705,40,76,32,12,13,8,37,1,1,0,1,5,-1,-1,-1
1566,40,127,44,12,7,1,29,1,0,0,1,3,2,11,-1
1634,40,94,39,13,18,18,36,1,0,1,1,2,2,8,8
1282,45,97,48,16,4,1,32,1,0,0,1,11,3,16,16
556,40,127,44,16,6,2,31,1,1,1,1,2,1,12,12
1200,40,109,42,15,7,8,33,1,0,0,1,2,1,11,12
855,45,89,21,12,6,6,31,1,0,1,0,4,3,3,3
1053,40,90,33,12,18,7,37,1,0,1,0,1,1,11,11
1000,48,105,39,12,11,4,28,1,0,1,0,0,1,12,7
900,55,100,27,12,18,5,34,0,0,0,1,2,2,8,-1
1602,45,111,40,16,10,10,31,1,0,1,0,1,-1,16,12
508,50,125,44,17,9,2,31,1,0,1,1,3,1,16,13
1500,60,124,20,16,6,6,29,1,0,1,0,2,-1,12,10
1682,50,107,41,14,15,9,32,1,0,1,1,0,1,12,12
750,40,110,45,13,13,1,35,1,0,1,1,2,-1,12,16
843,40,102,32,14,8,7,29,1,0,1,0,1,1,16,16
409,40,93,26,12,17,18,38,0,0,1,0,0,1,-1,-1
1004,40,81,36,12,17,15,34,1,0,1,0,1,1,12,-1
650,40,99,36,12,13,10,30,1,0,1,0,1,2,12,10
808,40,93,26,12,17,9,37,1,1,1,0,4,1,-1,-1
2137,45,102,35,13,8,2,30,1,0,1,0,0,1,12,12
761,48,95,44,12,14,21,38,1,0,1,1,1,1,12,5
769,40,98,37,16,8,3,35,0,0,1,1,0,1,11,8
345,40,84,28,12,7,8,31,1,1,1,1,2,2,-1,-1
495,40,88,30,12,6,10,31,1,0,1,1,2,1,-1,7
987,38,109,41,16,9,3,31,1,0,1,1,3,4,4,-1
2500,60,82,41,12,21,1,38,1,0,1,0,3,3,8,5
1098,45,105,22,14,6,1,32,0,0,1,1,1,2,12,-1
1212,40,95,36,12,6,16,38,1,0,1,0,3,1,12,8
577,40,92,33,15,8,1,28,1,1,1,1,1,2,10,7
390,59,74,26,15,10,3,30,1,1,1,1,3,3,7,6
1500,40,123,43,16,9,12,32,1,0,1,1,1,1,12,14
583,80,86,24,12,9,1,30,1,0,1,1,2,2,12,12
460,40,92,22,11,16,1,36,1,0,1,1,5,6,-1,-1
945,40,87,41,12,12,13,38,1,0,1,1,2,2,8,-1
1442,60,117,39,16,9,3,31,1,0,1,1,1,2,12,10
1333,45,112,50,16,14,8,38,1,0,1,1,1,2,12,4
1500,37,119,41,15,8,5,33,0,0,0,1,1,1,12,18
1333,45,103,30,16,7,1,34,1,0,0,1,3,1,-1,-1
700,40,74,29,12,16,4,36,1,1,1,1,3,-1,9,-1
973,36,81,33,13,11,5,32,1,0,1,1,0,1,6,9
2162,40,124,48,18,10,8,32,1,0,1,1,1,1,10,10
797,41,89,38,12,10,7,36,1,0,1,0,1,2,7,8
400,40,88,34,12,14,1,32,1,1,1,1,7,7,7,6
1015,40,67,31,12,15,11,32,1,1,0,1,3,2,9,5
1744,43,106,41,16,8,9,29,1,0,1,1,1,1,12,16
630,40,103,30,15,14,2,32,1,0,1,0,0,1,11,5
445,40,91,40,12,11,4,32,1,0,1,0,0,1,6,8
660,42,101,34,16,12,9,31,1,0,1,1,0,1,12,12
779,40,85,30,12,14,7,37,1,1,1,1,7,4,12,-1
377,40,83,32,12,9,1,36,0,0,1,1,1,1,12,12
560,44,70,34,12,16,11,35,1,1,1,1,2,1,8,-1
1122,60,102,54,17,7,13,32,1,0,1,1,2,2,12,11
453,50,94,34,12,9,2,30,1,0,1,0,6,4,7,7
1386,40,97,38,10,17,9,37,1,0,1,1,1,2,12,8
1539,40,115,38,17,7,9,31,1,0,1,1,2,1,12,16
1154,40,117,38,16,11,12,35,1,0,1,1,5,5,17,18
962,50,105,45,14,15,2,37,1,0,1,1,3,4,8,4
722,55,113,36,16,8,1,38,0,0,1,1,1,2,8,-1
480,40,83,37,12,9,3,37,1,0,1,1,4,3,10,11
808,50,101,44,18,8,9,38,1,0,1,0,3,2,17,12
1442,40,113,36,13,14,8,36,1,0,1,1,2,1,12,12
1091,50,88,31,13,13,4,37,1,0,0,1,4,1,12,-1
350,40,93,41,12,16,0,33,0,1,1,1,1,1,12,-1
500,40,83,39,12,18,11,36,1,1,1,1,0,1,7,-1
1026,45,113,27,16,9,13,30,1,0,1,1,2,2,16,14
577,40,106,43,17,11,7,33,0,1,1,1,3,2,13,16
1333,60,106,38,15,5,1,30,1,0,1,1,2,2,12,12
915,55,114,36,12,17,9,37,1,0,0,1,1,-1,10,-1
1105,40,119,32,16,9,10,30,0,0,1,1,5,1,11,10
910,40,82,26,14,5,5,30,1,1,1,1,10,-1,9,3
1000,40,89,40,12,17,8,38,1,0,1,1,7,7,1,4
1160,40,74,18,12,14,1,33,1,1,1,1,9,6,3,4
1001,34,77,22,12,12,3,29,1,1,1,1,9,8,3,4
713,40,75,25,12,5,12,36,1,1,1,1,7,4,-1,-1
929,40,97,28,13,12,5,30,1,0,1,1,2,1,12,12
400,50,68,35,12,4,9,31,1,1,1,1,6,1,6,2
1241,40,83,51,13,9,10,33,1,0,1,1,2,3,12,12
1065,40,97,40,12,21,10,36,1,0,1,1,1,1,12,-1
403,45,98,37,12,5,3,30,1,0,1,1,2,-1,12,12
940,45,102,30,13,15,12,30,1,1,1,1,2,2,-1,-1
812,40,81,20,10,17,13,34,1,1,1,1,2,2,8,3
700,20,85,27,10,13,0,35,1,1,1,1,3,-1,6,10
575,40,86,20,10,12,6,33,1,1,1,1,8,-1,-1,-1
450,40,79,23,10,20,5,36,1,1,1,1,7,6,12,12
621,43,84,24,12,14,10,31,1,0,1,0,4,3,8,6
441,38,74,24,12,12,11,30,1,0,1,0,4,4,8,6
625,40,92,25,16,6,9,33,1,1,1,0,11,1,-1,-1
726,45,93,32,12,16,5,36,1,0,1,0,5,2,6,-1
500,40,69,18,9,21,13,38,1,1,1,1,8,6,6,-1
1000,44,113,41,17,8,2,34,1,0,1,1,4,1,17,18
393,48,92,37,12,15,16,38,1,0,1,1,1,1,8,7
600,40,127,44,12,8,3,28,0,0,1,0,2,2,9,12
962,50,109,44,12,21,12,37,1,0,1,0,0,1,6,-1
962,40,97,42,12,15,4,34,1,0,1,0,5,1,10,8
865,40,66,30,11,10,7,30,1,0,0,1,14,4,0,10
1154,50,109,46,16,10,3,35,1,0,1,1,2,1,16,14
1386,42,109,43,16,10,11,34,1,0,1,0,1,1,4,14
732,40,104,36,12,10,7,36,1,0,1,1,1,2,-1,-1
865,40,85,44,13,4,9,34,1,0,1,1,3,3,8,8
700,40,81,26,12,13,13,31,1,0,1,0,5,6,8,4
975,40,87,12,9,20,10,37,1,0,1,0,3,-1,5,4
1300,40,78,40,13,12,3,33,1,0,1,1,2,3,12,12
900,40,54,37,14,12,3,31,1,0,1,1,2,1,12,12
829,40,98,33,12,15,15,36,1,0,0,1,4,5,8,8
1000,40,98,34,12,17,13,36,1,0,1,1,3,-1,12,-1
827,40,105,29,16,7,8,30,1,0,0,1,2,1,16,12
500,44,87,25,13,5,2,31,1,0,1,1,7,-1,12,-1
1155,40,117,25,13,9,1,28,1,0,0,1,3,2,12,12
950,55,85,30,15,8,3,29,0,0,0,1,2,-1,12,12
700,40,82,35,13,10,4,30,1,0,0,1,4,5,8,-1
1710,45,114,39,18,7,6,32,1,0,0,1,1,1,12,-1
533,30,65,21,12,5,1,32,0,1,0,1,5,1,11,12
2004,48,105,48,18,10,0,34,1,0,0,1,2,1,12,12
890,60,92,20,14,9,8,32,1,0,0,1,1,2,7,7
3078,30,107,23,13,11,4,29,1,0,0,1,2,2,12,12
1539,40,111,41,17,10,13,37,1,0,0,1,3,2,12,16
508,40,73,38,12,1,1,31,1,1,0,1,1,-1,-1,-1
1354,40,119,49,17,13,9,35,0,0,0,0,2,1,16,16
1143,35,97,40,12,21,8,38,1,0,0,1,5,1,12,12
962,40,110,34,12,16,8,33,1,0,0,1,2,1,10,10
1250,44,96,32,12,19,20,38,1,0,0,1,2,1,12,12
990,40,67,23,12,16,3,34,1,1,0,1,2,1,8,8
905,40,102,31,12,17,4,37,1,0,0,0,5,5,12,12
926,55,64,22,12,18,0,38,1,0,0,1,4,5,0,2
1559,40,103,32,12,17,10,34,1,0,0,1,3,4,8,8
1312,40,118,39,10,14,4,32,1,0,0,1,0,1,12,8
923,40,118,36,14,8,16,35,1,1,0,1,5,1,7,-1
879,40,118,41,18,1,9,31,1,0,0,1,1,2,13,13
800,25,75,37,13,14,1,38,1,0,1,1,0,1,12,10
1049,50,112,45,14,6,10,32,1,0,0,0,3,3,12,10
550,40,95,20,12,4,1,30,0,0,0,0,3,4,12,10
1190,40,119,38,17,4,2,34,1,0,0,1,0,1,12,14
583,48,94,35,14,10,6,37,1,0,0,0,2,1,12,12
1200,40,103,27,14,5,2,30,1,0,0,1,1,1,6,7
797,55,90,36,16,11,5,33,1,0,0,1,5,2,14,17
1371,40,128,50,18,8,13,36,1,0,0,0,1,2,16,12
360,55,110,44,13,11,1,38,0,1,0,1,4,-1,12,8
1270,40,84,40,12,11,12,30,1,0,0,1,2,2,12,12
1832,40,97,38,12,16,1,36,1,0,0,1,1,2,8,12
909,40,102,34,12,14,5,33,1,0,0,1,3,3,12,7
1746,40,131,41,18,9,10,33,1,0,0,1,7,3,12,12
520,40,126,23,16,8,1,30,1,0,0,1,7,5,12,12
808,40,107,32,16,6,7,29,1,0,0,0,7,6,12,12
2137,45,108,45,16,11,2,36,1,0,0,1,2,3,12,-1
692,50,92,49,15,9,3,38,1,1,0,1,0,1,8,8
931,80,108,40,16,4,1,36,1,0,0,1,4,2,12,12
812,45,115,46,16,11,3,34,1,0,0,1,1,2,12,8
866,40,111,44,14,16,14,35,1,0,0,1,1,1,12,12
1442,40,115,47,12,14,9,36,1,0,0,1,7,5,12,12
500,40,101,31,14,12,0,32,1,0,0,0,2,2,11,6
1384,50,114,48,18,12,2,37,1,0,0,1,1,1,12,13
528,55,116,40,18,5,9,30,1,0,0,1,4,5,12,12
881,40,90,41,12,4,14,36,1,0,0,0,2,3,12,-1
1026,45,125,33,12,11,11,28,1,0,0,1,3,1,14,17
1212,40,98,26,12,11,12,28,0,0,0,1,4,-1,12,10
1620,38,111,42,15,8,5,29,1,0,0,0,1,2,10,-1
1843,48,109,38,16,11,2,32,1,0,0,1,3,2,12,-1
1602,60,124,36,16,12,2,37,1,0,0,1,1,2,12,12
1000,40,121,35,13,6,1,33,1,0,0,1,2,2,8,14
737,48,103,37,12,7,4,30,1,0,0,1,4,4,10,-1
1699,40,96,19,12,10,1,29,0,0,1,1,2,3,12,12
1699,40,100,40,12,11,9,33,1,0,0,1,1,2,12,8
1025,48,104,30,14,6,5,32,1,0,0,1,2,3,-1,12
1107,40,112,38,12,12,5,38,1,0,0,1,5,3,11,12
625,40,73,24,11,1,1,31,1,0,0,1,3,4,12,12
720,50,101,39,13,1,7,29,1,0,0,1,4,2,11,11
855,40,99,44,12,19,10,36,1,0,0,1,1,2,12,12
1250,40,95,23,12,12,2,32,1,0,0,1,2,2,12,12
1130,40,109,40,18,4,13,38,1,0,0,0,1,2,18,15
900,40,110,35,12,6,1,28,0,0,0,1,1,-1,13,13
1924,50,98,49,17,6,7,38,1,0,0,1,1,1,4,-1
962,40,112,46,15,8,2,37,1,0,0,1,2,1,12,16
1874,48,64,37,11,22,3,38,1,1,0,1,7,-1,-1,-1
1573,55,90,28,12,5,3,30,1,0,0,1,4,3,11,8
940,45,102,46,14,11,7,36,1,0,0,1,1,2,12,10
900,40,119,39,16,8,9,30,1,0,0,0,1,2,12,12
882,44,96,34,12,15,13,31,1,0,0,0,6,3,8,10
1710,45,118,40,18,12,12,38,1,0,0,1,1,1,12,12
1260,45,79,39,12,19,15,37,1,0,0,0,3,2,9,8
751,40,96,42,12,9,7,38,1,0,0,0,1,1,10,8
1097,50,80,27,11,12,12,28,1,0,0,0,5,1,12,11
1001,48,137,36,13,11,11,33,1,0,0,0,5,6,12,-1
1154,40,116,42,15,11,12,34,0,0,0,0,2,1,12,9
1000,43,69,31,12,15,16,35,1,0,0,1,4,4,12,8
1250,40,78,36,12,16,3,33,1,0,0,1,9,-1,6,2
857,65,99,41,12,18,3,38,1,0,1,1,2,1,8,8
1211,27,92,33,12,13,3,31,1,0,0,1,3,2,16,12
937,32,113,23,16,12,7,29,1,0,0,1,3,-1,16,12
904,50,98,29,13,7,1,33,1,0,0,1,5,-1,12,-1
872,45,115,30,15,7,4,29,1,0,0,1,3,1,12,18
1200,40,96,26,9,18,0,34,1,0,0,1,4,3,-1,8
1261,40,117,41,17,1,9,35,1,0,0,1,4,1,6,8
950,40,96,38,12,14,2,35,1,0,0,1,1,1,8,2
115,50,108,46,12,9,3,29,1,0,0,1,5,6,10,11
673,40,92,34,17,6,4,31,1,0,0,1,5,5,16,12
1084,45,95,38,15,17,10,37,1,0,0,1,1,2,16,16
1058,40,94,40,14,13,14,34,1,0,0,1,0,1,15,9
800,40,115,38,12,20,12,38,1,0,0,0,7,6,7,8
369,40,117,36,18,11,1,31,0,0,0,0,3,4,-1,-1
1924,40,105,42,16,14,13,36,1,0,0,0,0,1,12,-1
855,40,109,36,12,17,15,36,1,0,0,0,3,1,7,6
864,40,87,38,12,15,6,31,1,0,0,0,1,1,12,12
1092,44,110,34,16,15,13,36,1,0,0,1,4,4,13,13
1025,40,110,30,16,9,4,30,1,0,0,0,3,-1,10,12
850,35,109,32,12,11,2,31,1,0,0,0,2,2,17,-1
673,40,85,21,12,17,10,35,1,0,0,0,2,2,12,12
800,40,105,42,14,12,12,37,1,0,0,0,3,2,10,12
1049,44,122,39,16,7,3,33,1,0,0,0,3,3,10,12
884,40,108,40,17,9,11,35,1,0,0,1,3,2,14,9
800,40,122,38,16,10,2,31,0,0,1,1,3,3,12,8
1200,40,79,32,17,9,9,32,1,0,0,1,0,1,8,8
664,40,105,30,12,8,10,29,1,0,0,1,7,6,12,12
1111,45,90,47,12,18,18,37,1,0,0,1,6,3,-1,-1
850,43,111,38,16,8,8,34,1,0,0,1,4,2,-1,-1
1000,40,110,42,12,6,12,37,1,0,0,1,5,2,8,12
875,40,92,32,12,8,4,29,0,0,0,1,4,-1,14,14
1202,40,131,32,16,10,2,33,1,0,0,0,3,2,12,12
666,40,104,32,12,10,2,29,1,0,0,0,2,3,12,12
923,40,110,39,16,15,11,37,1,0,0,0,2,1,12,7
788,40,99,20,12,10,10,28,1,0,1,1,4,5,10,3
950,40,86,31,10,23,5,38,1,0,1,1,9,9,-1,6
1442,40,105,42,12,9,16,37,1,0,1,1,3,4,-1,-1
866,40,85,26,12,11,12,30,1,1,1,0,8,5,6,0
625,40,72,34,9,17,5,34,1,0,1,0,10,7,4,-1
680,40,86,35,12,13,9,32,0,0,1,0,6,1,6,7
693,40,68,38,12,11,19,35,1,0,1,0,5,2,12,8
875,36,95,22,12,16,2,38,0,1,1,0,8,9,6,-1
2308,40,116,42,17,8,2,38,1,0,0,0,6,1,12,13
1196,45,96,45,14,10,4,32,1,0,1,0,2,3,10,6
700,38,85,36,12,13,8,32,1,1,1,1,6,-1,2,8
721,40,100,32,12,8,8,29,1,0,1,1,3,2,12,4
1500,40,101,38,13,13,2,32,1,0,1,1,5,3,12,8
1050,50,97,31,15,4,9,31,1,1,1,1,2,1,16,9
801,48,100,30,14,6,10,29,1,1,1,1,2,1,-1,-1
640,23,96,39,12,7,3,31,0,1,1,1,5,-1,-1,-1
1198,32,117,39,16,7,9,30,1,0,1,1,1,2,12,12
390,55,93,38,12,4,2,32,1,0,1,1,1,-1,16,13
889,36,116,37,12,12,11,28,1,0,1,1,1,2,9,12
1076,38,106,42,12,19,20,36,1,0,1,1,1,1,12,9
1127,40,98,45,12,17,12,36,1,0,1,1,1,2,14,12
750,50,103,36,15,1,1,37,1,0,1,0,1,1,12,9
855,40,118,41,14,6,14,33,1,0,1,0,3,1,-1,12
525,40,100,22,13,5,1,31,1,0,1,0,1,1,10,12
1104,54,96,39,12,11,4,29,1,0,1,0,1,2,10,12
553,40,67,22,12,11,10,30,1,1,1,0,7,2,8,9
800,43,96,27,12,10,1,29,1,0,1,0,1,1,10,10
1384,50,104,42,13,8,7,31,1,0,1,0,3,1,13,14
425,30,106,34,17,8,0,36,0,0,1,0,0,1,14,12
510,54,62,34,11,13,4,33,0,1,1,1,7,6,2,10
370,32,73,31,12,13,2,31,1,1,1,0,9,2,3,4
596,40,62,26,12,16,14,33,1,1,1,0,9,8,2,8
402,40,76,28,12,9,4,28,1,1,0,1,4,2,-1,10
418,40,76,26,12,12,2,31,1,1,1,0,0,1,9,10
1133,40,106,44,16,13,10,36,1,0,1,0,1,1,12,-1
681,40,94,24,12,18,15,35,0,0,1,1,4,-1,9,10
950,40,81,29,11,16,5,35,1,0,1,0,3,4,10,6
600,40,87,15,10,20,7,36,1,0,1,0,0,1,5,6
661,40,96,25,13,8,6,29,0,0,1,0,3,2,-1,5
